trip_id,start_time,end_time,start_station,end_station,user_type,distance_km,bike_type,temperature_c,rain_mm,trip_duration_min,day,day_type,month
3713,2024-07-22 03:00:00,2024-07-22 03:05:42,Southbank,Southbank,Subscriber,2.34,Electric,30.9,1.7,5.7,Monday,Weekday,7
3714,2024-02-24 23:00:00,2024-02-24 23:04:24,Carlton,Fitzroy,Subscriber,1.03,Electric,18.7,1.8,4.4,Saturday,Weekend,2
3715,2024-02-17 13:00:00,2024-02-17 13:05:48,St Kilda,Carlton,Subscriber,2.11,Electric,22.5,3.2,5.8,Saturday,Weekend,2
3716,2024-07-11 19:00:00,2024-07-11 19:15:18,CBD Central,Richmond,Subscriber,3.18,Electric,23.5,2.5,15.3,Thursday,Weekday,7
3717,2024-11-03 21:00:00,2024-11-03 21:02:24,Southbank,Southbank,Subscriber,0.96,Electric,27.7,3.2,2.4,Sunday,Weekend,11
3718,2024-04-22 02:00:00,2024-04-22 02:06:12,Richmond,Docklands,Subscriber,1.71,Standard,27.5,5.2,6.2,Monday,Weekday,4
3719,2024-11-01 03:00:00,2024-11-01 03:25:36,Fitzroy,Southbank,Casual,8.53,Electric,23.7,2.7,25.6,Friday,Weekday,11
3720,2024-05-15 15:00:00,2024-05-15 15:04:24,Southbank,St Kilda,Subscriber,1.68,Standard,8.9,6.2,4.4,Wednesday,Weekday,5
3721,2024-12-11 01:00:00,2024-12-11 01:09:54,St Kilda,Fitzroy,Casual,2.36,Standard,23.7,3.9,9.9,Wednesday,Weekday,12
3722,2024-08-05 05:00:00,2024-08-05 05:18:06,Carlton,CBD Central,Subscriber,4.77,Electric,15.6,1.0,18.1,Monday,Weekday,8
3723,2024-06-20 04:00:00,2024-06-20 04:20:48,CBD Central,Southbank,Subscriber,5.09,Electric,10.4,1.5,20.8,Thursday,Weekday,6
3724,2024-05-05 20:00:00,2024-05-05 20:10:54,Fitzroy,Carlton,Subscriber,2.58,Electric,15.8,3.9,10.9,Sunday,Weekend,5
3725,2024-03-18 09:00:00,2024-03-18 09:23:54,CBD Central,Docklands,Subscriber,7.03,Standard,18.9,1.1,23.9,Monday,Weekday,3
3726,2024-04-26 05:00:00,2024-04-26 05:24:42,Fitzroy,Docklands,Subscriber,7.49,Standard,2.6,1.8,24.7,Friday,Weekday,4
3727,2024-06-10 11:00:00,2024-06-10 11:10:42,Richmond,CBD Central,Subscriber,1.99,Standard,20.4,2.9,10.7,Monday,Weekday,6
3728,2024-11-12 21:00:00,2024-11-12 21:03:54,CBD Central,St Kilda,Subscriber,1.3,Standard,24.8,0.6,3.9,Tuesday,Weekday,11
3729,2024-12-04 23:00:00,2024-12-04 23:06:06,Carlton,CBD Central,Subscriber,1.66,Electric,18.5,0.2,6.1,Wednesday,Weekday,12
3730,2024-09-09 07:00:00,2024-09-09 07:12:42,Richmond,St Kilda,Casual,4.95,Electric,11.5,0.6,12.7,Monday,Weekday,9
3731,2024-06-10 18:00:00,2024-06-10 18:05:18,Richmond,Southbank,Subscriber,2.07,Electric,21.7,5.6,5.3,Monday,Weekday,6
3732,2024-10-25 23:00:00,2024-10-25 23:06:06,Fitzroy,Fitzroy,Subscriber,2.11,Electric,17.8,3.0,6.1,Friday,Weekday,10
3733,2024-10-24 01:00:00,2024-10-24 01:08:48,Docklands,Carlton,Subscriber,3.33,Electric,28.4,0.1,8.8,Thursday,Weekday,10
3734,2024-07-28 05:00:00,2024-07-28 05:05:48,CBD Central,Docklands,Subscriber,2.31,Electric,4.2,1.6,5.8,Sunday,Weekend,7
3735,2024-07-16 07:00:00,2024-07-16 07:17:06,CBD Central,CBD Central,Casual,5.31,Electric,2.5,0.2,17.1,Tuesday,Weekday,7
3736,2024-04-09 11:00:00,2024-04-09 11:05:18,Southbank,Carlton,Subscriber,2.19,Electric,17.4,0.2,5.3,Tuesday,Weekday,4
3737,2024-10-01 06:00:00,2024-10-01 06:17:06,Fitzroy,St Kilda,Subscriber,6.95,Electric,15.2,0.4,17.1,Tuesday,Weekday,10
3738,2024-09-01 10:00:00,2024-09-01 10:34:00,St Kilda,Fitzroy,Subscriber,6.61,Electric,19.6,3.1,34.0,Sunday,Weekend,9
3739,2024-04-16 22:00:00,2024-04-16 22:22:36,Docklands,Docklands,Casual,6.71,Electric,20.5,1.3,22.6,Tuesday,Weekday,4
3740,2024-02-10 15:00:00,2024-02-10 15:12:54,Carlton,Docklands,Subscriber,2.52,Standard,27.1,3.7,12.9,Saturday,Weekend,2
3741,2024-10-27 12:00:00,2024-10-27 12:08:36,Southbank,St Kilda,Subscriber,2.9,Electric,16.6,2.1,8.6,Sunday,Weekend,10
3742,2024-02-22 14:00:00,2024-02-22 14:30:48,Docklands,Fitzroy,Subscriber,11.02,Electric,20.7,1.4,30.8,Thursday,Weekday,2
3743,2024-07-29 07:00:00,2024-07-29 07:07:24,Fitzroy,Docklands,Subscriber,2.86,Electric,10.1,0.1,7.4,Monday,Weekday,7
3744,2024-11-03 14:00:00,2024-11-03 14:07:18,Docklands,Fitzroy,Subscriber,2.4,Electric,32.8,3.5,7.3,Sunday,Weekend,11
3745,2024-09-16 15:00:00,2024-09-16 15:14:30,Richmond,Docklands,Casual,4.07,Standard,24.6,4.4,14.5,Monday,Weekday,9
3746,2024-05-18 15:00:00,2024-05-18 15:28:18,CBD Central,Southbank,Casual,5.83,Electric,23.3,3.1,28.3,Saturday,Weekend,5
3747,2024-08-22 14:00:00,2024-08-22 14:38:30,Richmond,St Kilda,Subscriber,7.63,Electric,13.2,2.4,38.5,Thursday,Weekday,8
3748,2024-04-04 03:00:00,2024-04-04 03:06:00,CBD Central,Fitzroy,Subscriber,1.73,Electric,26.2,1.0,6.0,Thursday,Weekday,4
3749,2024-02-22 09:00:00,2024-02-22 09:04:18,Southbank,Carlton,Subscriber,1.62,Electric,24.1,4.2,4.3,Thursday,Weekday,2
3750,2024-01-20 08:00:00,2024-01-20 08:01:00,Fitzroy,Southbank,Subscriber,0.34,Standard,21.8,0.5,1.0,Saturday,Weekend,1
3751,2024-05-17 06:00:00,2024-05-17 06:15:36,Fitzroy,Richmond,Subscriber,6.05,Standard,17.4,2.4,15.6,Friday,Weekday,5
3752,2024-10-09 06:00:00,2024-10-09 06:14:54,Docklands,Carlton,Subscriber,5.49,Electric,11.7,3.7,14.9,Wednesday,Weekday,10
3753,2024-11-05 15:00:00,2024-11-05 15:16:06,Southbank,St Kilda,Casual,3.5,Electric,17.7,3.3,16.1,Tuesday,Weekday,11
3754,2024-02-21 06:00:00,2024-02-21 06:17:06,Fitzroy,Docklands,Subscriber,3.7,Electric,13.3,2.6,17.1,Wednesday,Weekday,2
3755,2024-06-07 13:00:00,2024-06-07 13:09:48,St Kilda,Richmond,Casual,2.75,Electric,20.3,2.5,9.8,Friday,Weekday,6
3756,2024-09-24 11:00:00,2024-09-24 11:37:00,St Kilda,Carlton,Subscriber,7.93,Electric,11.4,3.3,37.0,Tuesday,Weekday,9
3757,2024-08-27 14:00:00,2024-08-27 14:16:36,Richmond,Southbank,Subscriber,3.55,Electric,13.7,1.2,16.6,Tuesday,Weekday,8
3758,2024-06-09 16:00:00,2024-06-09 16:32:48,CBD Central,Richmond,Subscriber,7.67,Electric,5.5,4.4,32.8,Sunday,Weekend,6
3759,2024-05-10 15:00:00,2024-05-10 15:18:00,Docklands,Richmond,Casual,3.1,Electric,21.2,5.6,18.0,Friday,Weekday,5
3760,2024-10-16 17:00:00,2024-10-16 17:05:48,Carlton,Fitzroy,Subscriber,1.8,Electric,20.6,2.2,5.8,Wednesday,Weekday,10
3761,2024-09-08 10:00:00,2024-09-08 10:04:36,CBD Central,CBD Central,Casual,1.21,Electric,15.0,0.7,4.6,Sunday,Weekend,9
3762,2024-07-10 05:00:00,2024-07-10 05:13:36,Southbank,Carlton,Casual,3.07,Standard,3.4,0.7,13.6,Wednesday,Weekday,7
3763,2024-03-05 10:00:00,2024-03-05 10:18:06,Fitzroy,CBD Central,Casual,3.62,Electric,7.9,0.2,18.1,Tuesday,Weekday,3
3764,2024-09-09 17:00:00,2024-09-09 17:08:06,CBD Central,St Kilda,Casual,2.28,Standard,18.6,1.7,8.1,Monday,Weekday,9
3765,2024-02-15 14:00:00,2024-02-15 14:07:00,Carlton,Carlton,Casual,2.23,Standard,24.0,2.4,7.0,Thursday,Weekday,2
3766,2024-04-10 11:00:00,2024-04-10 11:02:48,Carlton,Carlton,Casual,1.14,Electric,12.1,1.2,2.8,Wednesday,Weekday,4
3767,2024-04-19 01:00:00,2024-04-19 01:22:12,St Kilda,Fitzroy,Subscriber,5.1,Electric,25.3,2.8,22.2,Friday,Weekday,4
3768,2024-06-21 17:00:00,2024-06-21 17:32:54,Southbank,Docklands,Casual,5.7,Electric,28.1,0.0,32.9,Friday,Weekday,6
3769,2024-04-25 15:00:00,2024-04-25 15:15:54,CBD Central,Southbank,Casual,5.57,Standard,20.7,0.7,15.9,Thursday,Weekday,4
3770,2024-10-03 04:00:00,2024-10-03 04:33:30,Docklands,Southbank,Subscriber,7.56,Electric,24.3,2.8,33.5,Thursday,Weekday,10
3771,2024-05-11 11:00:00,2024-05-11 11:21:12,CBD Central,Southbank,Casual,6.09,Electric,11.2,0.8,21.2,Saturday,Weekend,5
3772,2024-06-14 10:00:00,2024-06-14 10:10:06,St Kilda,St Kilda,Subscriber,3.73,Electric,7.3,1.1,10.1,Friday,Weekday,6
3773,2024-11-28 04:00:00,2024-11-28 04:44:18,Richmond,Richmond,Subscriber,7.79,Electric,29.2,6.0,44.3,Thursday,Weekday,11
3774,2024-08-13 15:00:00,2024-08-13 15:05:54,Carlton,Docklands,Subscriber,1.2,Electric,12.1,3.4,5.9,Tuesday,Weekday,8
3775,2024-06-29 11:00:00,2024-06-29 11:38:18,Southbank,CBD Central,Subscriber,7.32,Standard,24.9,1.8,38.3,Saturday,Weekend,6
3776,2024-03-21 22:00:00,2024-03-21 22:13:18,Southbank,Southbank,Casual,2.99,Electric,20.5,3.3,13.3,Thursday,Weekday,3
3777,2024-09-08 02:00:00,2024-09-08 02:13:30,Docklands,CBD Central,Casual,2.83,Electric,28.6,2.3,13.5,Sunday,Weekend,9
3778,2024-12-11 21:00:00,2024-12-11 21:30:00,Southbank,Docklands,Casual,7.38,Electric,22.7,1.7,30.0,Wednesday,Weekday,12
3779,2024-01-08 23:00:00,2024-01-08 23:04:06,St Kilda,St Kilda,Casual,1.44,Electric,11.0,1.8,4.1,Monday,Weekday,1
3780,2024-02-05 21:00:00,2024-02-05 21:04:54,St Kilda,Docklands,Subscriber,0.86,Electric,15.9,0.1,4.9,Monday,Weekday,2
3781,2024-10-06 15:00:00,2024-10-06 15:14:06,St Kilda,Fitzroy,Subscriber,2.61,Standard,22.2,1.7,14.1,Sunday,Weekend,10
3782,2024-01-28 01:00:00,2024-01-28 01:23:30,Southbank,Richmond,Subscriber,7.24,Standard,14.7,2.3,23.5,Sunday,Weekend,1
3783,2024-06-21 06:00:00,2024-06-21 06:05:30,Southbank,Southbank,Casual,1.63,Standard,24.3,3.4,5.5,Friday,Weekday,6
3784,2024-11-12 03:00:00,2024-11-12 03:04:48,St Kilda,St Kilda,Subscriber,1.36,Electric,18.6,0.5,4.8,Tuesday,Weekday,11
3785,2024-02-13 04:00:00,2024-02-13 04:19:24,Southbank,Fitzroy,Casual,5.73,Electric,24.4,0.4,19.4,Tuesday,Weekday,2
3786,2024-06-21 03:00:00,2024-06-21 03:06:36,Southbank,Southbank,Subscriber,2.31,Electric,24.8,0.6,6.6,Friday,Weekday,6
3787,2024-03-30 12:00:00,2024-03-30 12:08:54,Carlton,Docklands,Casual,2.77,Electric,19.9,4.4,8.9,Saturday,Weekend,3
3788,2024-08-15 09:00:00,2024-08-15 09:37:42,CBD Central,Docklands,Subscriber,10.6,Standard,17.2,0.8,37.7,Thursday,Weekday,8
3789,2024-09-10 07:00:00,2024-09-10 07:09:30,Fitzroy,Carlton,Subscriber,1.77,Standard,14.8,2.6,9.5,Tuesday,Weekday,9
3790,2024-04-11 06:00:00,2024-04-11 06:03:48,Southbank,Carlton,Casual,1.55,Standard,11.1,1.4,3.8,Thursday,Weekday,4
3791,2024-03-19 07:00:00,2024-03-19 07:08:12,Fitzroy,Docklands,Casual,1.86,Electric,28.3,0.7,8.2,Tuesday,Weekday,3
3792,2024-11-10 06:00:00,2024-11-10 06:02:06,Richmond,Docklands,Subscriber,0.79,Electric,18.5,1.8,2.1,Sunday,Weekend,11
3793,2024-03-24 19:00:00,2024-03-24 19:06:12,Fitzroy,CBD Central,Casual,1.62,Electric,16.5,3.1,6.2,Sunday,Weekend,3
3794,2024-05-20 13:00:00,2024-05-20 13:19:30,Carlton,Richmond,Casual,6.6,Standard,16.6,2.8,19.5,Monday,Weekday,5
3795,2024-11-02 13:00:00,2024-11-02 13:14:18,Southbank,CBD Central,Subscriber,4.02,Standard,17.7,0.9,14.3,Saturday,Weekend,11
3796,2024-02-23 17:00:00,2024-02-23 17:41:30,St Kilda,Richmond,Subscriber,10.6,Electric,15.1,2.2,41.5,Friday,Weekday,2
3797,2024-03-01 07:00:00,2024-03-01 07:09:54,Fitzroy,Fitzroy,Subscriber,3.16,Standard,14.6,4.8,9.9,Friday,Weekday,3
3798,2024-05-13 07:00:00,2024-05-13 07:12:54,Southbank,Carlton,Subscriber,3.89,Standard,9.8,2.1,12.9,Monday,Weekday,5
3799,2024-09-22 21:00:00,2024-09-22 21:10:48,Docklands,Carlton,Casual,2.42,Standard,18.3,3.8,10.8,Sunday,Weekend,9
3800,2024-11-09 10:00:00,2024-11-09 10:26:24,Richmond,Docklands,Subscriber,6.61,Electric,25.8,5.0,26.4,Saturday,Weekend,11
3801,2024-09-09 11:00:00,2024-09-09 12:00:30,St Kilda,Docklands,Subscriber,10.6,Standard,13.7,1.8,60.5,Monday,Weekday,9
3802,2024-05-12 15:00:00,2024-05-12 15:20:30,Docklands,Fitzroy,Subscriber,4.41,Standard,21.3,1.4,20.5,Sunday,Weekend,5
3803,2024-08-15 14:00:00,2024-08-15 14:05:06,Docklands,St Kilda,Subscriber,1.29,Electric,21.5,2.4,5.1,Thursday,Weekday,8
3804,2024-05-14 00:00:00,2024-05-14 00:15:12,Fitzroy,St Kilda,Subscriber,6.23,Standard,20.4,4.1,15.2,Tuesday,Weekday,5
3805,2024-05-10 16:00:00,2024-05-10 16:13:06,Docklands,St Kilda,Subscriber,3.9,Standard,29.2,1.2,13.1,Friday,Weekday,5
3806,2024-05-18 06:00:00,2024-05-18 06:01:24,Carlton,Carlton,Subscriber,0.47,Electric,21.6,0.8,1.4,Saturday,Weekend,5
3807,2024-04-25 22:00:00,2024-04-25 22:04:54,Carlton,CBD Central,Subscriber,1.65,Electric,18.4,2.2,4.9,Thursday,Weekday,4
3808,2024-11-15 01:00:00,2024-11-15 01:12:54,Fitzroy,St Kilda,Casual,5.31,Standard,20.0,3.4,12.9,Friday,Weekday,11
3809,2024-07-24 00:00:00,2024-07-24 00:24:12,Southbank,Southbank,Subscriber,7.41,Standard,23.1,2.3,24.2,Wednesday,Weekday,7
3810,2024-09-20 12:00:00,2024-09-20 12:12:18,CBD Central,Fitzroy,Subscriber,3.85,Standard,28.4,2.4,12.3,Friday,Weekday,9
3811,2024-09-20 15:00:00,2024-09-20 15:22:36,Southbank,St Kilda,Subscriber,5.45,Electric,16.6,1.4,22.6,Friday,Weekday,9
3812,2024-12-16 17:00:00,2024-12-16 17:37:18,Southbank,Southbank,Subscriber,12.05,Electric,19.1,1.0,37.3,Monday,Weekday,12
3813,2024-02-02 08:00:00,2024-02-02 08:21:54,Southbank,St Kilda,Subscriber,7.8,Standard,36.4,4.0,21.9,Friday,Weekday,2
3814,2024-08-05 00:00:00,2024-08-05 00:06:06,Southbank,CBD Central,Casual,1.18,Electric,17.7,2.1,6.1,Monday,Weekday,8
3815,2024-01-29 15:00:00,2024-01-29 15:25:36,St Kilda,CBD Central,Subscriber,7.35,Standard,17.5,1.7,25.6,Monday,Weekday,1
3816,2024-01-23 01:00:00,2024-01-23 01:10:42,CBD Central,St Kilda,Casual,2.91,Electric,13.0,0.5,10.7,Tuesday,Weekday,1
3817,2024-07-30 03:00:00,2024-07-30 03:05:18,St Kilda,Southbank,Subscriber,1.04,Standard,18.5,1.4,5.3,Tuesday,Weekday,7
3818,2024-12-02 16:00:00,2024-12-02 16:23:18,Docklands,Fitzroy,Casual,5.88,Electric,17.6,2.0,23.3,Monday,Weekday,12
3819,2024-08-17 22:00:00,2024-08-17 22:02:12,Richmond,Southbank,Casual,0.65,Electric,20.4,2.5,2.2,Saturday,Weekend,8
3820,2024-03-30 17:00:00,2024-03-30 17:16:18,Southbank,Fitzroy,Subscriber,5.35,Standard,19.6,1.8,16.3,Saturday,Weekend,3
3821,2024-09-10 22:00:00,2024-09-10 22:11:36,Richmond,St Kilda,Subscriber,2.76,Electric,6.2,4.3,11.6,Tuesday,Weekday,9
3822,2024-10-17 14:00:00,2024-10-17 14:13:48,Carlton,Fitzroy,Subscriber,3.94,Standard,10.2,1.7,13.8,Thursday,Weekday,10
3823,2024-07-17 22:00:00,2024-07-17 22:25:12,Fitzroy,Docklands,Subscriber,8.82,Standard,17.0,0.6,25.2,Wednesday,Weekday,7
3824,2024-11-16 12:00:00,2024-11-16 12:11:54,Fitzroy,Carlton,Casual,3.25,Electric,15.4,3.6,11.9,Saturday,Weekend,11
3825,2024-05-09 07:00:00,2024-05-09 07:04:12,St Kilda,Richmond,Subscriber,1.68,Standard,11.8,2.2,4.2,Thursday,Weekday,5
3826,2024-04-11 16:00:00,2024-04-11 16:16:48,St Kilda,Carlton,Subscriber,2.93,Electric,7.0,0.4,16.8,Thursday,Weekday,4
3827,2024-06-21 07:00:00,2024-06-21 07:18:12,Carlton,CBD Central,Casual,4.21,Electric,27.7,3.0,18.2,Friday,Weekday,6
3828,2024-10-23 20:00:00,2024-10-23 20:06:36,Southbank,Docklands,Casual,1.33,Electric,27.6,0.4,6.6,Wednesday,Weekday,10
3829,2024-08-04 17:00:00,2024-08-04 17:09:24,Richmond,Carlton,Subscriber,2.83,Electric,22.5,3.4,9.4,Sunday,Weekend,8
3830,2024-02-05 04:00:00,2024-02-05 04:30:06,Richmond,St Kilda,Casual,6.35,Standard,14.5,1.0,30.1,Monday,Weekday,2
3831,2024-01-19 14:00:00,2024-01-19 14:18:36,CBD Central,Fitzroy,Subscriber,6.54,Electric,26.8,1.2,18.6,Friday,Weekday,1
3832,2024-06-12 03:00:00,2024-06-12 03:18:36,Docklands,Fitzroy,Casual,7.37,Standard,13.7,2.4,18.6,Wednesday,Weekday,6
3833,2024-05-09 13:00:00,2024-05-09 13:14:06,Fitzroy,Southbank,Casual,3.08,Electric,20.6,0.6,14.1,Thursday,Weekday,5
3834,2024-02-21 10:00:00,2024-02-21 10:06:30,Docklands,Southbank,Casual,2.56,Electric,13.3,2.5,6.5,Wednesday,Weekday,2
3835,2024-10-01 11:00:00,2024-10-01 11:17:18,CBD Central,Fitzroy,Subscriber,5.62,Electric,18.1,3.6,17.3,Tuesday,Weekday,10
3836,2024-01-10 10:00:00,2024-01-10 10:41:30,St Kilda,St Kilda,Subscriber,8.96,Electric,20.9,1.1,41.5,Wednesday,Weekday,1
3837,2024-06-21 15:00:00,2024-06-21 15:15:48,Richmond,Fitzroy,Subscriber,5.53,Electric,9.0,2.3,15.8,Friday,Weekday,6
3838,2024-10-26 09:00:00,2024-10-26 09:17:06,Fitzroy,Southbank,Subscriber,3.23,Electric,15.5,0.1,17.1,Saturday,Weekend,10
3839,2024-08-19 14:00:00,2024-08-19 14:02:06,Docklands,Carlton,Subscriber,0.7,Electric,19.5,7.2,2.1,Monday,Weekday,8
3840,2024-01-08 18:00:00,2024-01-08 18:21:18,St Kilda,CBD Central,Casual,8.15,Electric,10.5,1.5,21.3,Monday,Weekday,1
3841,2024-04-15 15:00:00,2024-04-15 15:10:12,CBD Central,Southbank,Subscriber,4.13,Electric,12.3,2.2,10.2,Monday,Weekday,4
3842,2024-03-21 12:00:00,2024-03-21 12:10:48,Docklands,St Kilda,Subscriber,1.94,Electric,19.5,1.0,10.8,Thursday,Weekday,3
3843,2024-03-25 16:00:00,2024-03-25 16:27:36,Richmond,Carlton,Casual,5.03,Electric,14.8,0.2,27.6,Monday,Weekday,3
3844,2024-02-22 04:00:00,2024-02-22 04:11:18,Southbank,Carlton,Casual,4.5,Electric,10.6,3.4,11.3,Thursday,Weekday,2
3845,2024-08-17 13:00:00,2024-08-17 13:12:42,St Kilda,Carlton,Subscriber,4.62,Standard,18.2,3.3,12.7,Saturday,Weekend,8
3846,2024-07-30 10:00:00,2024-07-30 10:03:36,CBD Central,Docklands,Subscriber,1.28,Standard,20.6,2.1,3.6,Tuesday,Weekday,7
3847,2024-03-19 09:00:00,2024-03-19 09:13:06,Docklands,Docklands,Casual,4.62,Electric,31.5,2.1,13.1,Tuesday,Weekday,3
3848,2024-01-12 05:00:00,2024-01-12 05:06:24,Richmond,Richmond,Casual,2.21,Standard,18.5,0.8,6.4,Friday,Weekday,1
3849,2024-03-08 22:00:00,2024-03-08 22:20:30,Southbank,Carlton,Subscriber,6.57,Electric,18.1,3.2,20.5,Friday,Weekday,3
3850,2024-07-02 13:00:00,2024-07-02 13:04:00,Southbank,St Kilda,Subscriber,1.49,Electric,16.3,0.5,4.0,Tuesday,Weekday,7
3851,2024-09-12 19:00:00,2024-09-12 19:26:12,CBD Central,Fitzroy,Subscriber,4.59,Standard,24.9,1.8,26.2,Thursday,Weekday,9
3852,2024-03-06 14:00:00,2024-03-06 14:03:54,Carlton,St Kilda,Casual,1.36,Electric,20.0,1.4,3.9,Wednesday,Weekday,3
3853,2024-03-11 15:00:00,2024-03-11 15:11:54,Richmond,Docklands,Subscriber,3.72,Electric,23.0,1.0,11.9,Monday,Weekday,3
3854,2024-05-15 18:00:00,2024-05-15 18:07:30,Richmond,Southbank,Subscriber,2.97,Standard,19.3,0.7,7.5,Wednesday,Weekday,5
3855,2024-05-15 22:00:00,2024-05-15 22:21:30,Fitzroy,Richmond,Subscriber,8.62,Electric,23.5,3.1,21.5,Wednesday,Weekday,5
3856,2024-03-01 05:00:00,2024-03-01 05:25:06,CBD Central,Docklands,Casual,5.69,Standard,20.3,2.2,25.1,Friday,Weekday,3
3857,2024-09-17 23:00:00,2024-09-17 23:07:12,Southbank,Fitzroy,Subscriber,2.62,Electric,9.6,0.5,7.2,Tuesday,Weekday,9
3858,2024-12-16 11:00:00,2024-12-16 11:05:00,Southbank,CBD Central,Subscriber,2.01,Electric,16.3,1.6,5.0,Monday,Weekday,12
3859,2024-01-03 04:00:00,2024-01-03 04:04:00,CBD Central,Richmond,Casual,0.93,Electric,16.5,2.2,4.0,Wednesday,Weekday,1
3860,2024-08-20 02:00:00,2024-08-20 02:07:24,Carlton,Docklands,Subscriber,2.82,Standard,20.7,0.4,7.4,Tuesday,Weekday,8
3861,2024-11-11 19:00:00,2024-11-11 19:06:24,Fitzroy,St Kilda,Subscriber,1.99,Electric,18.9,0.4,6.4,Monday,Weekday,11
3862,2024-03-10 10:00:00,2024-03-10 10:24:30,Docklands,Richmond,Casual,6.49,Electric,26.0,1.3,24.5,Sunday,Weekend,3
3863,2024-10-14 13:00:00,2024-10-14 13:17:36,CBD Central,St Kilda,Subscriber,6.54,Standard,20.4,1.6,17.6,Monday,Weekday,10
3864,2024-04-26 01:00:00,2024-04-26 01:09:42,Fitzroy,Carlton,Casual,3.73,Electric,20.8,2.5,9.7,Friday,Weekday,4
3865,2024-01-30 23:00:00,2024-01-30 23:07:30,Richmond,Carlton,Subscriber,1.79,Electric,11.9,3.6,7.5,Tuesday,Weekday,1
3866,2024-12-24 05:00:00,2024-12-24 05:09:12,Fitzroy,Carlton,Subscriber,3.36,Electric,18.9,0.6,9.2,Tuesday,Weekday,12
3867,2024-10-12 15:00:00,2024-10-12 15:28:18,St Kilda,Richmond,Casual,5.07,Electric,16.7,2.7,28.3,Saturday,Weekend,10
3868,2024-04-05 14:00:00,2024-04-05 14:21:24,Southbank,CBD Central,Subscriber,5.81,Electric,5.6,1.2,21.4,Friday,Weekday,4
3869,2024-12-10 07:00:00,2024-12-10 07:42:18,Docklands,Fitzroy,Casual,7.78,Electric,10.1,3.9,42.3,Tuesday,Weekday,12
3870,2024-07-05 18:00:00,2024-07-05 19:08:42,CBD Central,Richmond,Subscriber,16.49,Standard,22.3,0.2,68.7,Friday,Weekday,7
3871,2024-01-30 02:00:00,2024-01-30 02:07:24,Southbank,Southbank,Subscriber,2.99,Electric,21.9,2.5,7.4,Tuesday,Weekday,1
3872,2024-10-28 19:00:00,2024-10-28 19:15:24,St Kilda,St Kilda,Casual,5.4,Electric,14.5,0.2,15.4,Monday,Weekday,10
3873,2024-09-03 14:00:00,2024-09-03 14:03:18,St Kilda,St Kilda,Subscriber,1.19,Electric,14.6,0.3,3.3,Tuesday,Weekday,9
3874,2024-01-15 12:00:00,2024-01-15 12:10:24,Southbank,Richmond,Subscriber,2.08,Standard,11.2,0.6,10.4,Monday,Weekday,1
3875,2024-08-11 22:00:00,2024-08-11 22:08:54,Carlton,Richmond,Subscriber,2.76,Standard,23.9,2.7,8.9,Sunday,Weekend,8
3876,2024-11-23 21:00:00,2024-11-23 21:24:18,Fitzroy,Fitzroy,Subscriber,6.42,Electric,13.1,3.5,24.3,Saturday,Weekend,11
3877,2024-01-13 19:00:00,2024-01-13 19:34:36,CBD Central,CBD Central,Casual,12.11,Standard,14.6,0.2,34.6,Saturday,Weekend,1
3878,2024-05-22 08:00:00,2024-05-22 08:16:48,CBD Central,Richmond,Casual,3.47,Electric,24.1,0.6,16.8,Wednesday,Weekday,5
3879,2024-07-19 20:00:00,2024-07-19 20:09:06,CBD Central,Carlton,Casual,2.16,Standard,24.0,0.4,9.1,Friday,Weekday,7
3880,2024-05-28 06:00:00,2024-05-28 06:08:24,Southbank,Fitzroy,Casual,3.29,Electric,16.9,3.4,8.4,Tuesday,Weekday,5
3881,2024-07-05 14:00:00,2024-07-05 14:12:18,Richmond,Southbank,Subscriber,2.57,Electric,18.1,2.0,12.3,Friday,Weekday,7
3882,2024-09-29 03:00:00,2024-09-29 03:09:36,Carlton,Carlton,Subscriber,3.12,Electric,20.8,2.6,9.6,Sunday,Weekend,9
3883,2024-07-11 12:00:00,2024-07-11 12:27:00,Docklands,Southbank,Casual,6.63,Standard,15.5,1.8,27.0,Thursday,Weekday,7
3884,2024-05-04 09:00:00,2024-05-04 09:12:48,St Kilda,Docklands,Subscriber,2.39,Standard,17.4,1.8,12.8,Saturday,Weekend,5
3885,2024-12-04 00:00:00,2024-12-04 00:14:24,Southbank,Southbank,Subscriber,3.2,Electric,16.8,2.2,14.4,Wednesday,Weekday,12
3886,2024-12-18 19:00:00,2024-12-18 19:20:54,Richmond,Carlton,Casual,8.01,Electric,22.1,3.4,20.9,Wednesday,Weekday,12
3887,2024-04-16 03:00:00,2024-04-16 03:10:54,Docklands,Docklands,Subscriber,4.28,Standard,26.5,0.8,10.9,Tuesday,Weekday,4
3888,2024-01-15 00:00:00,2024-01-15 00:10:54,St Kilda,Carlton,Subscriber,2.95,Electric,24.9,0.4,10.9,Monday,Weekday,1
3889,2024-05-04 03:00:00,2024-05-04 03:10:24,St Kilda,St Kilda,Subscriber,3.36,Standard,24.1,0.6,10.4,Saturday,Weekend,5
3890,2024-06-14 08:00:00,2024-06-14 08:03:24,Carlton,Carlton,Casual,1.01,Electric,11.4,2.7,3.4,Friday,Weekday,6
3891,2024-02-07 22:00:00,2024-02-07 22:00:24,Fitzroy,Docklands,Subscriber,0.09,Standard,25.8,2.4,0.4,Wednesday,Weekday,2
3892,2024-03-24 04:00:00,2024-03-24 04:06:42,CBD Central,Southbank,Subscriber,1.7,Electric,13.9,2.9,6.7,Sunday,Weekend,3
